timestamp,open,high,low,close,volume
2025-03-09 13:00:00,84572.01,84661.81,82290.29,82450.94,50006
2025-03-09 17:00:00,82459.57,83529.45,82187.29,83044.6,51980
2025-03-09 21:00:00,82907.42,82933.19,79975.07,81253.81,60179
2025-03-10 01:00:00,81257.67,82735.76,80771.09,82643.45,63083
2025-03-10 05:00:00,82642.69,82809.52,81114.83,81326.57,59389
2025-03-10 09:00:00,81323.82,84033.32,81299.29,83229.08,66333
2025-03-10 13:00:00,83231.85,83293.27,78937.31,78951.96,64470
2025-03-10 17:00:00,78978.95,79678.5,77327.83,79386.21,61688
2025-03-10 21:00:00,79049.76,79872.23,76568.96,77627.84,54088
2025-03-11 01:00:00,77614.53,80224.43,76777.25,79747.37,65017
2025-03-11 05:00:00,79748.09,81520.05,79706.73,81102.12,59094
2025-03-11 09:00:00,81104.82,82053.1,81022.13,81197.14,61662
2025-03-11 13:00:00,81201.64,82155.84,79019.41,81355.54,67475
2025-03-11 17:00:00,81357.46,83596.17,80738.12,82832.31,67027
2025-03-11 21:00:00,82968.32,83293.49,82534.27,82747.97,58836
2025-03-12 01:00:00,82748.72,83749.2,81584.62,81783.17,61108
2025-03-12 05:00:00,81782.77,82824.75,81257.36,82660.17,60789
2025-03-12 09:00:00,82660.63,84438.07,82067.93,84049.01,63249
2025-03-12 13:00:00,84049.15,84210.46,80582.33,81953.8,65487
2025-03-12 17:00:00,81952.8,83159.79,81703.5,83116.95,61829
2025-03-12 21:00:00,83206.98,84001.57,82821.69,83443.54,42134
2025-03-13 01:00:00,83443.38,84319.71,83176.63,83257.41,45923
2025-03-13 05:00:00,83264.02,83524.8,82376.25,82961.33,50610
2025-03-13 09:00:00,82958.54,83786.61,82237.08,82483.92,48568
2025-03-13 13:00:00,82480.67,83078.2,80623.49,80851.19,55238
2025-03-13 17:00:00,80849.57,80999.62,79905.73,80332.11,50973
2025-03-13 21:00:00,80335.15,81669.77,80325.33,81467.12,39193
2025-03-14 01:00:00,81469.62,82243.27,81172.08,81928.61,43561
2025-03-14 05:00:00,81928.86,82628.85,81744.58,82570.93,45604
2025-03-14 09:00:00,82572.93,83519.52,82538.59,83417.49,47344
2025-03-14 13:00:00,83417.37,85322.65,82612.46,84794.1,59157
2025-03-14 17:00:00,84730.79,84953.3,83717.16,84208.51,50730
2025-03-14 21:00:00,84186.8,84530.14,83945.21,84287.3,44129
2025-03-15 01:00:00,84299.35,84681.86,84107.51,84470.08,61649
2025-03-15 05:00:00,84468.07,84478.76,83594.71,83903.27,33290
2025-03-15 09:00:00,83903.27,84296.26,83658.54,84159.04,31955
2025-03-15 13:00:00,84158.79,84486.77,84103.85,84344.87,41388
2025-03-15 17:00:00,84343.86,84490.2,84098.5,84352.63,28851
2025-03-15 21:00:00,84367.84,84468.63,84210.91,84257.34,21878
2025-03-16 01:00:00,84256.91,84417.4,83728.44,84398.55,47277
2025-03-16 05:00:00,84404.71,84415.25,83968.4,84253.42,23531
2025-03-16 09:00:00,84249.88,84268.51,82371.26,82769.2,50603
2025-03-16 13:00:00,82767.36,85118.3,82491.37,83625.63,51744
2025-03-16 17:00:00,83624.21,84118.34,82547.6,83144.44,47144
2025-03-16 21:00:00,83000.48,83140.81,81964.88,83048.24,49591
2025-03-17 01:00:00,83046.88,83871.79,82808.5,83613.94,50357
2025-03-17 05:00:00,83600.68,83710.62,82647.07,83531.4,52401
2025-03-17 09:00:00,83527.24,84020.33,82976.08,83040.84,62366
2025-03-17 13:00:00,83041.59,83885.65,82412.5,83419.25,61307
2025-03-17 17:00:00,83416.36,84754.53,83331.97,83875.0,45813
2025-03-17 21:00:00,84001.94,84243.38,83692.3,83797.37,40941
2025-03-18 01:00:00,83797.94,83916.52,82821.77,82963.25,50642
2025-03-18 05:00:00,82963.0,83454.6,82210.8,83282.05,45574
2025-03-18 09:00:00,83289.49,83349.62,82316.43,82391.54,50203
2025-03-18 13:00:00,82390.18,82464.77,81096.39,81806.82,58188
2025-03-18 17:00:00,81810.82,82452.43,81198.36,81968.2,54299
2025-03-18 21:00:00,81994.19,83236.77,81892.56,83090.43,48168
2025-03-19 01:00:00,83084.63,83145.76,82515.46,82943.29,54135
2025-03-19 05:00:00,82941.5,83519.78,82884.79,83398.2,51575
2025-03-19 09:00:00,83397.95,84070.69,83344.93,83742.16,57151
2025-03-19 13:00:00,83745.37,84909.33,83604.58,84571.25,64967
2025-03-19 17:00:00,84585.01,85975.84,83566.73,85345.51,60582
2025-03-19 21:00:00,85431.6,87490.61,85413.83,86033.68,40184
2025-03-20 01:00:00,86039.32,86395.52,85422.83,85686.47,43193
2025-03-20 05:00:00,85686.92,86328.09,85468.74,86249.89,39868
2025-03-20 09:00:00,86250.44,86294.05,84753.06,85323.98,51473
2025-03-20 13:00:00,85323.97,86508.99,83601.2,83761.27,59110
2025-03-20 17:00:00,83760.76,84576.81,83690.64,84512.9,46064
2025-03-20 21:00:00,84504.0,84558.94,83874.01,84454.22,40282
2025-03-21 01:00:00,84451.83,84815.67,84229.45,84631.23,42933
2025-03-21 05:00:00,84631.55,84652.1,83690.53,83991.9,46161
2025-03-21 09:00:00,83993.9,84317.11,83335.85,83412.79,50609
2025-03-21 13:00:00,83410.54,84264.81,83104.01,84042.1,64202
2025-03-21 17:00:00,84032.47,84374.93,83635.85,84153.26,42893
2025-03-21 21:00:00,84334.66,84373.53,83989.03,84162.17,21004
2025-03-22 01:00:00,84160.67,84358.32,83944.07,84320.52,49303
2025-03-22 05:00:00,84324.87,84387.78,84092.45,84197.23,37791
2025-03-22 09:00:00,84196.6,84525.92,84154.69,84194.79,29571
2025-03-22 13:00:00,84194.36,84218.93,83949.17,84113.29,24740
2025-03-22 17:00:00,84113.41,84307.16,83956.03,83985.21,29513
2025-03-22 21:00:00,83915.44,84072.75,83638.64,83975.35,24275
2025-03-23 01:00:00,83978.28,84256.15,83947.4,84093.5,31398
2025-03-23 05:00:00,84089.54,84328.4,84071.85,84320.1,27499
2025-03-23 09:00:00,84321.24,85000.88,84271.74,84708.32,23594
2025-03-23 13:00:00,84708.07,85359.2,84624.43,85237.16,47319
2025-03-23 17:00:00,85236.54,85421.45,84795.56,85086.63,32803
2025-03-23 21:00:00,85024.91,86629.97,84885.26,86013.8,33106
2025-03-24 01:00:00,86012.09,86944.23,85519.89,86847.12,41796
2025-03-24 05:00:00,86849.2,87531.96,86761.78,87420.08,39223
2025-03-24 09:00:00,87415.52,87909.42,87108.56,87317.7,45415
2025-03-24 13:00:00,87318.09,88761.92,87122.32,88070.27,52401
2025-03-24 17:00:00,88070.84,88559.27,87862.07,87877.15,43530
2025-03-24 21:00:00,87892.13,88320.17,87083.09,87622.56,47680
2025-03-25 01:00:00,87622.37,87622.37,86324.84,86577.74,58724
2025-03-25 05:00:00,86580.84,86900.28,86352.12,86740.13,50546
