timestamp,open,high,low,close,volume
2024-12-25 22:00:00,29.516,29.868,29.494,29.781,54673
2024-12-26 22:00:00,29.655,29.886,29.314,29.372,70066
2024-12-29 22:00:00,29.299,29.522,28.792,28.952,69793
2024-12-30 22:00:00,28.937,29.025,28.767,28.895,66121
2025-01-01 22:00:00,28.898,29.59,28.86,29.556,90839
2025-01-02 22:00:00,29.555,29.891,29.491,29.623,78799
2025-01-05 22:00:00,29.524,30.339,29.404,29.935,96753
2025-01-06 22:00:00,29.928,30.382,29.876,30.037,86149
2025-01-07 22:00:00,30.026,30.341,29.807,30.102,99935
2025-01-08 22:00:00,30.081,30.47,29.994,30.108,64969
2025-01-09 22:00:00,30.024,30.656,29.932,30.385,89867
2025-01-12 22:00:00,30.426,30.488,29.501,29.608,88237
2025-01-13 22:00:00,29.615,29.966,29.511,29.888,73349
2025-01-14 22:00:00,29.886,30.742,29.73,30.639,74987
2025-01-15 22:00:00,30.674,30.963,30.514,30.801,84578
2025-01-16 22:00:00,30.79,30.832,30.123,30.326,80590
2025-01-19 22:00:00,30.267,30.614,29.986,30.475,60287
2025-01-20 22:00:00,30.483,30.852,30.194,30.83,76582
2025-01-21 22:00:00,30.81,30.952,30.559,30.807,66212
2025-01-22 22:00:00,30.797,30.857,30.086,30.432,72345
2025-01-23 22:00:00,30.43,31.02,30.428,30.6,80223
2025-01-26 22:00:00,30.46,30.616,29.698,30.199,91135
2025-01-27 22:00:00,30.2,30.488,29.882,30.397,69481
2025-01-28 22:00:00,30.404,30.983,30.281,30.83,81780
2025-01-29 22:00:00,30.833,31.726,30.799,31.627,81683
2025-01-30 22:00:00,31.605,31.705,31.09,31.305,95264
2025-02-02 22:00:00,31.431,31.675,30.678,31.564,119284
2025-02-03 22:00:00,31.511,32.372,31.352,32.124,84319
2025-02-04 22:00:00,32.113,32.551,31.937,32.3,92870
2025-02-05 22:00:00,32.284,32.419,31.737,32.2,80094
2025-02-06 22:00:00,32.216,32.645,31.768,31.783,90184
2025-02-09 22:00:00,31.701,32.332,31.615,32.027,72999
2025-02-10 22:00:00,31.961,32.242,31.249,31.803,85240
2025-02-11 22:00:00,31.812,32.361,31.492,32.216,84752
2025-02-12 22:00:00,32.21,32.412,31.986,32.31,86662
2025-02-13 22:00:00,32.187,33.388,32.065,32.138,107029
2025-02-16 22:00:00,32.151,32.486,31.91,32.354,59909
2025-02-17 22:00:00,32.349,32.914,32.07,32.869,80224
2025-02-18 22:00:00,32.743,33.071,32.44,32.691,84637
2025-02-19 22:00:00,32.717,33.207,32.623,32.935,78530
2025-02-20 22:00:00,32.931,33.063,32.486,32.492,94539
2025-02-23 22:00:00,32.444,32.757,32.089,32.346,96411
2025-02-24 22:00:00,32.298,32.481,31.286,31.725,107769
2025-02-25 22:00:00,31.669,31.953,31.49,31.83,87001
2025-02-26 22:00:00,31.922,31.937,31.182,31.252,98823
2025-02-27 22:00:00,31.267,31.397,30.803,31.141,95916
2025-03-02 22:00:00,31.057,31.838,31.057,31.684,102143
2025-03-03 22:00:00,31.677,32.011,31.462,31.954,108101
2025-03-04 22:00:00,31.967,32.706,31.768,32.614,118003
2025-03-05 22:00:00,32.594,32.761,32.255,32.617,108053
2025-03-06 22:00:00,32.648,32.694,32.104,32.505,111039
2025-03-09 21:00:00,32.48,32.665,31.933,32.098,128114
2025-03-10 21:00:00,32.103,32.972,31.803,32.928,119424
2025-03-11 21:00:00,32.946,33.316,32.702,33.254,105344
2025-03-12 21:00:00,33.222,33.957,32.93,33.864,108475
2025-03-13 21:00:00,33.88,34.075,33.527,33.741,104258
2025-03-16 21:00:00,33.843,33.894,33.433,33.844,86074
2025-03-17 21:00:00,33.824,34.226,33.742,33.998,91465
2025-03-18 21:00:00,34.015,34.09,33.447,33.789,96758
2025-03-19 21:00:00,33.714,33.943,33.098,33.569,83795
2025-03-20 21:00:00,33.58,33.589,32.659,33.02,92760
2025-03-23 21:00:00,32.87,33.3,32.87,33.002,76515
2025-03-24 21:00:00,33.02,33.8,32.914,33.71,70459
2025-03-25 21:00:00,33.727,33.925,33.507,33.635,72618
2025-03-26 21:00:00,33.546,34.464,33.546,34.407,86413
2025-03-27 21:00:00,34.166,34.578,33.925,34.095,101021
2025-03-30 21:00:00,34.114,34.464,33.503,34.071,122876
2025-03-31 21:00:00,34.052,34.204,33.47,33.668,112035
2025-04-01 21:00:00,33.692,34.138,33.601,33.839,107894
2025-04-02 21:00:00,33.805,33.961,31.716,31.835,161140
2025-04-03 21:00:00,31.81,31.982,29.185,29.56,159472
2025-04-06 21:00:00,28.967,30.817,28.23,30.06,207251
2025-04-07 21:00:00,30.059,30.528,29.619,29.79,148107
2025-04-08 21:00:00,29.84,31.047,29.332,31.01,161860
2025-04-09 21:00:00,30.962,31.305,30.572,31.203,146854
2025-04-10 21:00:00,31.241,32.278,30.904,32.267,149560
2025-04-13 21:00:00,32.244,32.391,31.74,32.337,111069
2025-04-14 21:00:00,32.349,32.398,32.09,32.3,84104
2025-04-15 21:00:00,32.313,33.108,32.267,32.733,115315
2025-04-16 21:00:00,32.734,32.936,32.079,32.522,107368
2025-04-20 21:00:00,32.305,33.046,32.305,32.656,95214
2025-04-21 21:00:00,32.66,33.145,32.276,32.479,131051
2025-04-22 21:00:00,32.301,33.671,32.088,33.559,126730
2025-04-23 21:00:00,33.517,33.677,33.167,33.562,97298
2025-04-24 21:00:00,33.584,33.678,32.774,33.072,97149
2025-04-27 21:00:00,33.066,33.191,32.655,33.136,94077
2025-04-28 21:00:00,33.149,33.529,32.802,32.915,85775
2025-04-29 21:00:00,32.9,33.103,32.178,32.601,100968
2025-04-30 21:00:00,32.592,32.668,31.668,32.397,98323
2025-05-01 21:00:00,32.397,32.709,31.933,31.997,95199
2025-05-04 21:00:00,32.002,32.667,31.973,32.473,84503
2025-05-05 21:00:00,32.479,33.239,32.434,33.208,96601
2025-05-06 21:00:00,33.224,33.251,32.246,32.442,112044
2025-05-07 21:00:00,32.365,32.943,32.215,32.445,101730
2025-05-08 21:00:00,32.448,32.864,32.216,32.717,89152
2025-05-11 21:00:00,32.34,32.988,31.888,32.586,120285
2025-05-12 21:00:00,32.59,33.223,32.515,32.898,97052
2025-05-13 21:00:00,32.894,32.972,32.083,32.207,96875
2025-05-14 21:00:00,32.218,32.64,31.651,32.629,94685
2025-05-15 21:00:00,32.642,32.687,31.875,32.267,92470
2025-05-18 21:00:00,32.298,32.621,32.233,32.344,77917
2025-05-19 21:00:00,32.343,33.124,32.122,33.074,80304
2025-05-20 21:00:00,33.091,33.57,32.919,33.381,94591
2025-05-21 21:00:00,33.312,33.695,32.61,33.038,102059
2025-05-22 21:00:00,33.046,33.54,32.896,33.467,89109
2025-05-25 21:00:00,33.464,33.561,33.234,33.478,55128
