timestamp,open,high,low,close,volume
2024-09-02 21:00:00,0.84177,0.84347,0.84059,0.84205,89662
2024-09-03 21:00:00,0.84193,0.84351,0.84159,0.84289,83089
2024-09-04 21:00:00,0.84261,0.84377,0.8418,0.84289,85634
2024-09-05 21:00:00,0.84247,0.84468,0.84114,0.84422,105116
2024-09-08 21:00:00,0.84372,0.84472,0.8433,0.84412,74079
2024-09-09 21:00:00,0.84394,0.84474,0.84241,0.84248,71873
2024-09-10 21:00:00,0.84179,0.84635,0.84179,0.84425,92453
2024-09-11 21:00:00,0.84414,0.84553,0.84337,0.8437,84355
2024-09-12 21:00:00,0.84339,0.84528,0.8427,0.84397,74489
2024-09-15 21:00:00,0.84291,0.84435,0.842,0.84234,59106
2024-09-16 21:00:00,0.84202,0.8454,0.84183,0.84453,64340
2024-09-17 21:00:00,0.84383,0.84533,0.84041,0.84145,80965
2024-09-18 21:00:00,0.84091,0.84228,0.83917,0.84017,89814
2024-09-19 21:00:00,0.83917,0.84063,0.83781,0.83794,73897
2024-09-22 21:00:00,0.83608,0.83865,0.83232,0.83239,70156
2024-09-23 21:00:00,0.83221,0.83394,0.83169,0.83346,68151
2024-09-24 21:00:00,0.83337,0.83717,0.83334,0.83558,75027
2024-09-25 21:00:00,0.83494,0.83605,0.83268,0.83312,77614
2024-09-26 21:00:00,0.83229,0.83498,0.83216,0.8348,80533
2024-09-29 21:00:00,0.83411,0.83601,0.83126,0.83242,77684
2024-09-30 21:00:00,0.83186,0.83452,0.83109,0.83307,84814
2024-10-01 21:00:00,0.83256,0.8338,0.83212,0.83256,69241
2024-10-02 21:00:00,0.83181,0.84342,0.83181,0.84044,87250
2024-10-03 21:00:00,0.84026,0.84064,0.8353,0.83639,81182
2024-10-06 21:00:00,0.8352,0.83996,0.83467,0.83881,81610
2024-10-07 21:00:00,0.83877,0.84046,0.8374,0.83787,80339
2024-10-08 21:00:00,0.83737,0.83883,0.83668,0.83674,70366
2024-10-09 21:00:00,0.83662,0.83851,0.83543,0.83744,78283
2024-10-10 21:00:00,0.83696,0.83831,0.83643,0.83684,59023
2024-10-13 21:00:00,0.83601,0.83737,0.83487,0.83525,60548
2024-10-14 21:00:00,0.83401,0.83524,0.83253,0.8331,68985
2024-10-15 21:00:00,0.8329,0.83802,0.83269,0.83617,67983
2024-10-16 21:00:00,0.83515,0.83664,0.83178,0.83235,76378
2024-10-17 21:00:00,0.83134,0.8336,0.82949,0.83282,63965
2024-10-20 21:00:00,0.83223,0.83395,0.83205,0.8329,58646
2024-10-21 21:00:00,0.83248,0.83466,0.83141,0.83158,62410
2024-10-22 21:00:00,0.83138,0.83448,0.83034,0.83444,63805
2024-10-23 21:00:00,0.83402,0.83519,0.83143,0.83442,67036
2024-10-24 21:00:00,0.83421,0.83501,0.83262,0.83295,54977
2024-10-27 21:00:00,0.83179,0.83431,0.83157,0.83359,63902
2024-10-28 21:00:00,0.83283,0.83402,0.82988,0.8312,68104
2024-10-29 21:00:00,0.83073,0.83764,0.83057,0.83754,79678
2024-10-30 21:00:00,0.83713,0.84478,0.83533,0.84368,90366
2024-10-31 21:00:00,0.84356,0.84427,0.83691,0.83854,77310
2024-11-03 22:00:00,0.83808,0.84186,0.83805,0.83948,78194
2024-11-04 22:00:00,0.83871,0.83978,0.83778,0.83803,59868
2024-11-05 22:00:00,0.83738,0.8385,0.83142,0.83305,156754
2024-11-06 22:00:00,0.83203,0.83401,0.83064,0.83183,96387
2024-11-07 22:00:00,0.83161,0.83257,0.82921,0.8296,82306
2024-11-10 22:00:00,0.8285,0.83022,0.826,0.82793,68521
2024-11-11 22:00:00,0.82684,0.8335,0.82654,0.83334,86640
2024-11-12 22:00:00,0.83292,0.83455,0.83074,0.83126,87773
2024-11-13 22:00:00,0.83048,0.83236,0.83048,0.83127,94147
2024-11-14 22:00:00,0.83072,0.83591,0.83072,0.83494,88933
2024-11-17 22:00:00,0.83338,0.83729,0.83302,0.83596,78393
2024-11-18 22:00:00,0.83529,0.83754,0.8332,0.83545,85137
2024-11-19 22:00:00,0.83484,0.83584,0.83131,0.83324,74861
2024-11-20 22:00:00,0.83263,0.83409,0.83166,0.83197,79439
2024-11-21 22:00:00,0.83138,0.83465,0.82676,0.83122,95240
2024-11-24 22:00:00,0.83192,0.83613,0.83092,0.83511,95238
2024-11-25 22:00:00,0.83419,0.83646,0.83307,0.83453,104020
2024-11-26 22:00:00,0.83359,0.83553,0.83314,0.83331,92065
2024-11-27 22:00:00,0.83236,0.8339,0.83148,0.83186,61716
2024-11-28 22:00:00,0.83062,0.83317,0.83003,0.83006,95147
2024-12-01 22:00:00,0.82888,0.83046,0.82698,0.82955,99416
2024-12-02 22:00:00,0.82904,0.83127,0.82867,0.82928,78912
2024-12-03 22:00:00,0.82901,0.83017,0.8269,0.82755,89568
2024-12-04 22:00:00,0.82716,0.8301,0.82695,0.8297,75100
2024-12-05 22:00:00,0.82912,0.83003,0.82791,0.82931,75091
2024-12-08 22:00:00,0.82762,0.82912,0.82692,0.82765,71759
2024-12-09 22:00:00,0.8271,0.82831,0.82389,0.8243,69600
2024-12-10 22:00:00,0.82398,0.82518,0.82248,0.82314,76284
2024-12-11 22:00:00,0.82248,0.82725,0.82248,0.82586,79989
